,state,random,RNNTestcov,Stellarbscov,Stellarbtcov,testRNNsc,testRNNsc_cam,nc_ctm,nc_cam
0,0.0005347593582887701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.023529411764705882,0.008021390374331552,0.016042780748663103,0.00909090909090909,0.011229946524064172,0.011764705882352941,0.013368983957219251,0.01229946524064171,0.0074866310160427805
2,0.04438502673796792,0.021925133689839574,0.029411764705882353,0.016577540106951873,0.02459893048128342,0.020320855614973262,0.022459893048128343,0.02459893048128342,0.014438502673796792
3,0.06310160427807486,0.03208556149732621,0.04331550802139037,0.027807486631016044,0.033689839572192515,0.029411764705882353,0.029946524064171122,0.034224598930481284,0.031016042780748664
4,0.0839572192513369,0.03689839572192513,0.05561497326203209,0.040106951871657755,0.04331550802139037,0.039037433155080216,0.044919786096256686,0.04385026737967915,0.04385026737967915
5,0.10427807486631016,0.04759358288770053,0.06684491978609626,0.05080213903743316,0.051336898395721926,0.04973262032085562,0.05668449197860963,0.052941176470588235,0.0481283422459893
6,0.12085561497326203,0.06149732620320856,0.08181818181818182,0.06042780748663101,0.058288770053475936,0.059358288770053474,0.0572192513368984,0.059893048128342244,0.06096256684491978
7,0.13850267379679143,0.06898395721925134,0.09358288770053476,0.07272727272727272,0.06577540106951872,0.06631016042780749,0.06577540106951872,0.0679144385026738,0.06844919786096257
8,0.15508021390374332,0.08663101604278074,0.1053475935828877,0.07967914438502674,0.07647058823529412,0.07807486631016043,0.07754010695187166,0.0748663101604278,0.0786096256684492
9,0.1716577540106952,0.09679144385026738,0.11871657754010695,0.08983957219251337,0.08502673796791443,0.09090909090909091,0.0946524064171123,0.08342245989304813,0.08823529411764706
10,0.18983957219251338,0.10855614973262032,0.13315508021390374,0.10053475935828877,0.09411764705882353,0.10053475935828877,0.09786096256684491,0.09090909090909091,0.09251336898395722
11,0.20641711229946524,0.10802139037433155,0.14545454545454545,0.10855614973262032,0.10374331550802139,0.11176470588235295,0.11016042780748662,0.09839572192513368,0.10374331550802139
12,0.2235294117647059,0.12887700534759358,0.15561497326203208,0.11978609625668449,0.11069518716577541,0.12085561497326203,0.11122994652406418,0.10427807486631016,0.12352941176470589
13,0.24171122994652405,0.1358288770053476,0.1679144385026738,0.12513368983957218,0.11764705882352941,0.12887700534759358,0.12620320855614972,0.11390374331550802,0.12887700534759358
14,0.25775401069518716,0.14545454545454545,0.1748663101604278,0.13155080213903744,0.12299465240641712,0.13850267379679143,0.14224598930481283,0.12299465240641712,0.14331550802139037
15,0.272192513368984,0.14919786096256685,0.1839572192513369,0.14385026737967915,0.1267379679144385,0.15026737967914439,0.13315508021390374,0.12994652406417112,0.14331550802139037
16,0.29197860962566846,0.16898395721925133,0.19786096256684493,0.15401069518716579,0.13262032085561498,0.15935828877005348,0.16417112299465242,0.13903743315508021,0.15508021390374332
17,0.3085561497326203,0.1625668449197861,0.206951871657754,0.16149732620320856,0.13796791443850268,0.17058823529411765,0.1663101604278075,0.1497326203208556,0.17914438502673796
18,0.3251336898395722,0.18877005347593584,0.21871657754010695,0.1711229946524064,0.14545454545454545,0.17807486631016042,0.18663101604278076,0.15561497326203208,0.18128342245989304
19,0.33636363636363636,0.18449197860962566,0.22085561497326203,0.17967914438502675,0.15080213903743314,0.1893048128342246,0.17914438502673796,0.16684491978609625,0.20267379679144384
20,0.34919786096256683,0.1946524064171123,0.23475935828877006,0.19144385026737967,0.15614973262032086,0.19732620320855615,0.19144385026737967,0.17272727272727273,0.20320855614973263
21,0.36363636363636365,0.20962566844919786,0.24064171122994651,0.20481283422459892,0.16096256684491977,0.21016042780748664,0.22620320855614973,0.18342245989304812,0.20909090909090908
22,0.3764705882352941,0.20962566844919786,0.2540106951871658,0.21711229946524063,0.1679144385026738,0.2192513368983957,0.22406417112299465,0.19679144385026737,0.2267379679144385
23,0.39144385026737966,0.21229946524064172,0.25614973262032087,0.22780748663101605,0.1754010695187166,0.23048128342245988,0.23368983957219253,0.20855614973262032,0.22780748663101605
24,0.40588235294117647,0.24010695187165776,0.2711229946524064,0.23850267379679144,0.18181818181818182,0.2374331550802139,0.23315508021390374,0.21497326203208555,0.24010695187165776
25,0.4176470588235294,0.2550802139037433,0.2887700534759358,0.246524064171123,0.18609625668449198,0.24545454545454545,0.2550802139037433,0.22459893048128343,0.24759358288770053
26,0.4320855614973262,0.25989304812834224,0.29518716577540105,0.2550802139037433,0.1925133689839572,0.2529411764705882,0.25828877005347595,0.23529411764705882,0.27058823529411763
27,0.4411764705882353,0.26524064171122996,0.2823529411764706,0.2625668449197861,0.19893048128342247,0.2620320855614973,0.26524064171122996,0.24064171122994651,0.27593582887700535
28,0.4481283422459893,0.27754010695187165,0.3176470588235294,0.27433155080213906,0.20427807486631017,0.2716577540106952,0.2700534759358289,0.2529411764705882,0.2807486631016043
29,0.45935828877005347,0.2871657754010695,0.3235294117647059,0.2871657754010695,0.2106951871657754,0.28288770053475937,0.29518716577540105,0.2636363636363636,0.28342245989304815
30,0.4679144385026738,0.313903743315508,0.3213903743315508,0.2983957219251337,0.21871657754010695,0.293048128342246,0.29572192513368983,0.27058823529411763,0.29251336898395724
31,0.4764705882352941,0.3144385026737968,0.34866310160427805,0.3074866310160428,0.22406417112299465,0.30106951871657756,0.3149732620320856,0.2807486631016043,0.30427807486631014
32,0.4839572192513369,0.3176470588235294,0.3406417112299465,0.31711229946524067,0.22994652406417113,0.31176470588235294,0.31711229946524067,0.2871657754010695,0.32245989304812833
33,0.4919786096256685,0.32887700534759357,0.3508021390374332,0.3240641711229946,0.23475935828877006,0.32192513368983955,0.32192513368983955,0.2967914438502674,0.3176470588235294
34,0.5026737967914439,0.3331550802139037,0.3786096256684492,0.3320855614973262,0.24010695187165776,0.32994652406417113,0.3524064171122995,0.3053475935828877,0.3352941176470588
35,0.5080213903743316,0.3524064171122995,0.3754010695187166,0.34010695187165774,0.246524064171123,0.33850267379679144,0.3582887700534759,0.31122994652406416,0.35508021390374334
36,0.5181818181818182,0.3657754010695187,0.37433155080213903,0.3518716577540107,0.25935828877005346,0.34759358288770054,0.367379679144385,0.31978609625668447,0.3508021390374332
37,0.5262032085561498,0.37219251336898396,0.39197860962566844,0.3593582887700535,0.2727272727272727,0.353475935828877,0.37593582887700533,0.325668449197861,0.35508021390374334
38,0.5331550802139038,0.379144385026738,0.41336898395721927,0.3684491978609626,0.28449197860962566,0.36524064171122994,0.37967914438502676,0.3331550802139037,0.3695187165775401
39,0.5406417112299465,0.39893048128342246,0.41550802139037435,0.37379679144385025,0.29518716577540105,0.37433155080213903,0.3941176470588235,0.34385026737967916,0.4048128342245989
40,0.5497326203208556,0.3877005347593583,0.413903743315508,0.38181818181818183,0.3074866310160428,0.386096256684492,0.39946524064171124,0.3518716577540107,0.39572192513368987
41,0.558288770053476,0.4176470588235294,0.43529411764705883,0.38983957219251336,0.3176470588235294,0.39572192513368987,0.4053475935828877,0.3598930481283422,0.4160427807486631
