,state,random,RNNTestcov,Stellarbscov,Stellarbtcov,testRNNsc,testRNNsc_cam,nc_ctm,nc_cam
3,0.07111111111111111,0.03666666666666667,0.04888888888888889,0.02666666666666667,0.023333333333333334,0.02666666666666667,0.024444444444444446,0.023333333333333334,0.027777777777777776
4,0.09666666666666666,0.05,0.057777777777777775,0.03111111111111111,0.028888888888888888,0.04,0.03333333333333333,0.03222222222222222,0.03666666666666667
5,0.11333333333333333,0.05444444444444444,0.07222222222222222,0.03777777777777778,0.035555555555555556,0.052222222222222225,0.05,0.042222222222222223,0.056666666666666664
6,0.1322222222222222,0.07111111111111111,0.0811111111111111,0.04777777777777778,0.04111111111111111,0.057777777777777775,0.07222222222222222,0.051111111111111114,0.057777777777777775
7,0.15777777777777777,0.07,0.09222222222222222,0.05333333333333334,0.04666666666666667,0.06666666666666667,0.07222222222222222,0.06111111111111111,0.06111111111111111
8,0.17444444444444446,0.08,0.10111111111111111,0.056666666666666664,0.056666666666666664,0.07777777777777778,0.09111111111111111,0.07,0.07444444444444444
9,0.19555555555555557,0.08888888888888889,0.11333333333333333,0.06111111111111111,0.06333333333333334,0.08666666666666667,0.10555555555555556,0.08222222222222222,0.09444444444444444
10,0.21666666666666667,0.11333333333333333,0.12666666666666668,0.06444444444444444,0.07222222222222222,0.10111111111111111,0.09888888888888889,0.09333333333333334,0.09555555555555556
11,0.23555555555555555,0.10777777777777778,0.13444444444444445,0.07,0.07666666666666666,0.1111111111111111,0.09222222222222222,0.10444444444444445,0.11
12,0.2633333333333333,0.10333333333333333,0.14888888888888888,0.07444444444444444,0.08333333333333333,0.11666666666666667,0.12444444444444444,0.11222222222222222,0.11333333333333333
13,0.2833333333333333,0.11555555555555555,0.1622222222222222,0.08,0.09111111111111111,0.12,0.12111111111111111,0.11888888888888889,0.13555555555555557
14,0.29888888888888887,0.1511111111111111,0.17444444444444446,0.08777777777777777,0.09666666666666666,0.1322222222222222,0.1411111111111111,0.13,0.13444444444444445
15,0.3188888888888889,0.14555555555555555,0.18666666666666668,0.09333333333333334,0.10222222222222223,0.14555555555555555,0.17333333333333334,0.14,0.16444444444444445
16,0.3388888888888889,0.17222222222222222,0.19777777777777777,0.10333333333333333,0.10777777777777778,0.14888888888888888,0.16444444444444445,0.14888888888888888,0.16
17,0.35555555555555557,0.17333333333333334,0.21,0.10888888888888888,0.11222222222222222,0.15666666666666668,0.17222222222222222,0.15888888888888889,0.17444444444444446
18,0.37222222222222223,0.17888888888888888,0.21888888888888888,0.11222222222222222,0.11777777777777777,0.17,0.14555555555555555,0.16444444444444445,0.17333333333333334
19,0.3877777777777778,0.18,0.23333333333333334,0.11555555555555555,0.12555555555555556,0.17333333333333334,0.1988888888888889,0.17444444444444446,0.19777777777777777
20,0.4122222222222222,0.20777777777777778,0.24,0.12111111111111111,0.1411111111111111,0.18666666666666668,0.20666666666666667,0.18333333333333332,0.20222222222222222
21,0.43222222222222223,0.22,0.24888888888888888,0.13,0.14777777777777779,0.19333333333333333,0.2088888888888889,0.19,0.19777777777777777
