,state_w10,state_w20,state_w50,random10,random20,random50,RNNTestcov10,RNNTestcov20,RNNTestcov50,Stellarbscov10,Stellarbscov20,Stellarbscov50,Stellarbtcov10,Stellarbtcov20,Stellarbtcov50,testRNNsc10,testRNNsc20,testRNNsc50,testRNNsc_cam10,testRNNsc_cam20,testRNNsc_cam50,nc_ctm10,nc_ctm20,nc_ctm50,nc_cam10,nc_cam20,nc_cam50
0,0.4276315789473684,0.4067982456140351,0.2679824561403509,0.23684210526315788,0.18859649122807018,0.19605263157894737,0.25,0.23684210526315788,0.21929824561403508,0.12719298245614036,0.11951754385964912,0.13815789473684212,0.1425438596491228,0.13925438596491227,0.1543859649122807,0.19956140350877194,0.18421052631578946,0.1899122807017544,0.22807017543859648,0.19298245614035087,0.20307017543859648,0.18421052631578946,0.18092105263157895,0.1868421052631579,0.19736842105263158,0.18311403508771928,0.19956140350877194
1,0.43640350877192985,0.40350877192982454,0.2802631578947368,0.22149122807017543,0.20065789473684212,0.20087719298245615,0.2543859649122807,0.25,0.21535087719298246,0.12938596491228072,0.13486842105263158,0.15219298245614035,0.12719298245614036,0.14144736842105263,0.1600877192982456,0.21710526315789475,0.19846491228070176,0.18333333333333332,0.19078947368421054,0.19956140350877194,0.20307017543859648,0.17982456140350878,0.16557017543859648,0.18070175438596492,0.20394736842105263,0.20285087719298245,0.2
2,0.43640350877192985,0.40350877192982454,0.27017543859649124,0.20394736842105263,0.17982456140350878,0.19517543859649122,0.29605263157894735,0.26644736842105265,0.21666666666666667,0.10964912280701754,0.12390350877192982,0.1456140350877193,0.13596491228070176,0.13925438596491227,0.15526315789473685,0.2149122807017544,0.18969298245614036,0.19210526315789472,0.20614035087719298,0.21271929824561403,0.18947368421052632,0.16885964912280702,0.17982456140350878,0.18771929824561404,0.19736842105263158,0.21600877192982457,0.19780701754385965
3,0.4473684210526316,0.40789473684210525,0.2771929824561403,0.21929824561403508,0.1962719298245614,0.19342105263157894,0.21929824561403508,0.24561403508771928,0.21403508771929824,0.1162280701754386,0.12171052631578948,0.1456140350877193,0.15350877192982457,0.13706140350877194,0.1600877192982456,0.18421052631578946,0.19078947368421054,0.193859649122807,0.17763157894736842,0.19736842105263158,0.20043859649122808,0.18201754385964913,0.19188596491228072,0.18596491228070175,0.22587719298245615,0.19517543859649122,0.20175438596491227
4,0.48464912280701755,0.4232456140350877,0.2885964912280702,0.19517543859649122,0.21162280701754385,0.21447368421052632,0.26535087719298245,0.2598684210526316,0.22324561403508772,0.1206140350877193,0.12609649122807018,0.14473684210526316,0.13815789473684212,0.13486842105263158,0.15745614035087718,0.21929824561403508,0.20723684210526316,0.19210526315789472,0.20394736842105263,0.20065789473684212,0.20701754385964913,0.15570175438596492,0.17434210526315788,0.18289473684210528,0.21271929824561403,0.2138157894736842,0.21052631578947367
5,0.43859649122807015,0.3969298245614035,0.27324561403508774,0.20175438596491227,0.18421052631578946,0.20043859649122808,0.2565789473684211,0.2532894736842105,0.21359649122807017,0.12280701754385964,0.12171052631578948,0.14035087719298245,0.1337719298245614,0.14364035087719298,0.1570175438596491,0.17763157894736842,0.20394736842105263,0.1912280701754386,0.18640350877192982,0.19517543859649122,0.193859649122807,0.16666666666666666,0.18311403508771928,0.1899122807017544,0.18640350877192982,0.17763157894736842,0.19649122807017544
6,0.46271929824561403,0.4144736842105263,0.2776315789473684,0.17543859649122806,0.2050438596491228,0.18728070175438596,0.24780701754385964,0.24342105263157895,0.20964912280701756,0.12938596491228072,0.12938596491228072,0.1425438596491228,0.1425438596491228,0.13925438596491227,0.156140350877193,0.16228070175438597,0.17982456140350878,0.1850877192982456,0.18421052631578946,0.19517543859649122,0.18771929824561404,0.19517543859649122,0.19298245614035087,0.17675438596491228,0.18859649122807018,0.2050438596491228,0.19473684210526315
7,0.4692982456140351,0.4199561403508772,0.2789473684210526,0.2412280701754386,0.20614035087719298,0.2013157894736842,0.27631578947368424,0.26096491228070173,0.2236842105263158,0.13157894736842105,0.14035087719298245,0.15263157894736842,0.15789473684210525,0.16447368421052633,0.1600877192982456,0.20394736842105263,0.20285087719298245,0.2,0.24561403508771928,0.21162280701754385,0.19473684210526315,0.18201754385964913,0.18859649122807018,0.18903508771929825,0.18421052631578946,0.2050438596491228,0.19912280701754387
8,0.4451754385964912,0.3782894736842105,0.256140350877193,0.20394736842105263,0.1787280701754386,0.1956140350877193,0.23684210526315788,0.23135964912280702,0.20350877192982456,0.09649122807017543,0.11403508771929824,0.14210526315789473,0.14912280701754385,0.1513157894736842,0.15745614035087718,0.19736842105263158,0.1875,0.18289473684210528,0.20614035087719298,0.18859649122807018,0.1850877192982456,0.16447368421052633,0.16447368421052633,0.17412280701754385,0.20394736842105263,0.19846491228070176,0.20043859649122808
9,0.44298245614035087,0.4067982456140351,0.25701754385964914,0.18640350877192982,0.1600877192982456,0.1850877192982456,0.22587719298245615,0.22149122807017543,0.19605263157894737,0.10964912280701754,0.09978070175438597,0.1206140350877193,0.10307017543859649,0.1206140350877193,0.1337719298245614,0.18421052631578946,0.17105263157894737,0.16710526315789473,0.16447368421052633,0.19517543859649122,0.1850877192982456,0.13815789473684212,0.15679824561403508,0.16403508771929826,0.15350877192982457,0.19517543859649122,0.1881578947368421
10,0.4473684210526316,0.41228070175438597,0.28464912280701754,0.25,0.19188596491228072,0.2074561403508772,0.25,0.2576754385964912,0.2057017543859649,0.1206140350877193,0.1206140350877193,0.15263157894736842,0.13157894736842105,0.14912280701754385,0.16622807017543859,0.19956140350877194,0.20285087719298245,0.19780701754385965,0.18201754385964913,0.19407894736842105,0.20219298245614034,0.18421052631578946,0.18530701754385964,0.1899122807017544,0.19517543859649122,0.18640350877192982,0.21096491228070174
11,0.4780701754385965,0.40350877192982454,0.268859649122807,0.19517543859649122,0.18092105263157895,0.1912280701754386,0.2543859649122807,0.25109649122807015,0.2118421052631579,0.10964912280701754,0.12390350877192982,0.13508771929824562,0.15350877192982457,0.1513157894736842,0.15394736842105264,0.22149122807017543,0.20394736842105263,0.18157894736842106,0.18859649122807018,0.18311403508771928,0.2,0.13157894736842105,0.17324561403508773,0.17543859649122806,0.19078947368421054,0.20723684210526316,0.19078947368421054
12,0.4407894736842105,0.38377192982456143,0.2837719298245614,0.2324561403508772,0.20394736842105263,0.20307017543859648,0.28728070175438597,0.27631578947368424,0.23157894736842105,0.12938596491228072,0.1337719298245614,0.14605263157894738,0.13815789473684212,0.15460526315789475,0.17192982456140352,0.21052631578947367,0.2050438596491228,0.20219298245614034,0.20175438596491227,0.1875,0.21140350877192982,0.17763157894736842,0.19188596491228072,0.19429824561403508,0.21271929824561403,0.19407894736842105,0.21228070175438596
13,0.47149122807017546,0.42653508771929827,0.27807017543859647,0.19736842105263158,0.18859649122807018,0.20087719298245615,0.23903508771929824,0.24342105263157895,0.2206140350877193,0.12938596491228072,0.13048245614035087,0.1368421052631579,0.14692982456140352,0.14802631578947367,0.1600877192982456,0.19298245614035087,0.20614035087719298,0.1899122807017544,0.19517543859649122,0.18421052631578946,0.19780701754385965,0.16885964912280702,0.19078947368421054,0.19166666666666668,0.2149122807017544,0.2149122807017544,0.2043859649122807
14,0.45394736842105265,0.4133771929824561,0.275,0.18859649122807018,0.18969298245614036,0.20350877192982456,0.23464912280701755,0.25219298245614036,0.2162280701754386,0.10526315789473684,0.11842105263157894,0.13421052631578947,0.12719298245614036,0.13267543859649122,0.15219298245614035,0.18201754385964913,0.1787280701754386,0.181140350877193,0.19298245614035087,0.20614035087719298,0.1881578947368421,0.15350877192982457,0.15789473684210525,0.17192982456140352,0.17543859649122806,0.20285087719298245,0.19473684210526315
15,0.48464912280701755,0.4166666666666667,0.2802631578947368,0.17763157894736842,0.18969298245614036,0.19956140350877194,0.24780701754385964,0.23793859649122806,0.21754385964912282,0.13157894736842105,0.125,0.14517543859649124,0.14035087719298245,0.14692982456140352,0.16535087719298244,0.14035087719298245,0.17105263157894737,0.19342105263157894,0.19078947368421054,0.22697368421052633,0.21359649122807017,0.18640350877192982,0.18969298245614036,0.18552631578947368,0.19078947368421054,0.18969298245614036,0.20482456140350877
16,0.4517543859649123,0.39035087719298245,0.26052631578947366,0.21710526315789475,0.19407894736842105,0.19956140350877194,0.24342105263157895,0.24890350877192982,0.22105263157894736,0.1162280701754386,0.10416666666666667,0.1394736842105263,0.1337719298245614,0.12719298245614036,0.15526315789473685,0.20175438596491227,0.18640350877192982,0.18289473684210528,0.16666666666666666,0.18969298245614036,0.2,0.17763157894736842,0.17982456140350878,0.17675438596491228,0.21271929824561403,0.1787280701754386,0.19473684210526315
