,state_w10,state_w20,state_w50,random10,random20,random50,RNNTestcov10,RNNTestcov20,RNNTestcov50,Stellarbscov10,Stellarbscov20,Stellarbscov50,Stellarbtcov10,Stellarbtcov20,Stellarbtcov50,testRNNsc10,testRNNsc20,testRNNsc50,testRNNsc_cam10,testRNNsc_cam20,testRNNsc_cam50,nc_ctm10,nc_ctm20,nc_ctm50,nc_cam10,nc_cam20,nc_cam50
0,0.6433333333333333,0.6033333333333334,0.45166666666666666,0.32166666666666666,0.3375,0.337,0.5566666666666666,0.4675,0.374,0.135,0.13916666666666666,0.17833333333333334,0.245,0.21,0.21566666666666667,0.18833333333333332,0.17833333333333334,0.24133333333333334,0.3516666666666667,0.3441666666666667,0.338,0.11,0.0975,0.17033333333333334,0.375,0.3425,0.343
1,0.63,0.5866666666666667,0.42933333333333334,0.32,0.3233333333333333,0.324,0.5833333333333334,0.46,0.359,0.15333333333333332,0.14666666666666667,0.175,0.22666666666666666,0.18666666666666668,0.19833333333333333,0.18166666666666667,0.18416666666666667,0.24533333333333332,0.33166666666666667,0.33916666666666667,0.33366666666666667,0.08166666666666667,0.08166666666666667,0.15466666666666667,0.3233333333333333,0.31833333333333336,0.32466666666666666
2,0.6266666666666667,0.5841666666666666,0.42933333333333334,0.32166666666666666,0.3175,0.326,0.555,0.43916666666666665,0.3606666666666667,0.14166666666666666,0.12666666666666668,0.16466666666666666,0.22166666666666668,0.185,0.19333333333333333,0.17666666666666667,0.19333333333333333,0.23966666666666667,0.3283333333333333,0.2941666666666667,0.33166666666666667,0.08166666666666667,0.0825,0.15133333333333332,0.32166666666666666,0.3425,0.3253333333333333
3,0.6316666666666667,0.5766666666666667,0.4246666666666667,0.33666666666666667,0.3233333333333333,0.31733333333333336,0.5533333333333333,0.44416666666666665,0.351,0.13166666666666665,0.12666666666666668,0.17266666666666666,0.23333333333333334,0.19333333333333333,0.19466666666666665,0.19166666666666668,0.1825,0.233,0.30333333333333334,0.31833333333333336,0.32466666666666666,0.09166666666666666,0.09083333333333334,0.16066666666666668,0.31333333333333335,0.3075,0.30933333333333335
4,0.6483333333333333,0.5816666666666667,0.42233333333333334,0.33166666666666667,0.325,0.32066666666666666,0.55,0.4533333333333333,0.3516666666666667,0.135,0.14,0.16766666666666666,0.21333333333333335,0.19,0.195,0.18,0.19,0.23666666666666666,0.3233333333333333,0.32416666666666666,0.3333333333333333,0.10833333333333334,0.09583333333333334,0.15566666666666668,0.3233333333333333,0.33166666666666667,0.332
5,0.5883333333333334,0.5658333333333333,0.419,0.3283333333333333,0.30916666666666665,0.32366666666666666,0.545,0.435,0.3556666666666667,0.15833333333333333,0.13333333333333333,0.16266666666666665,0.22166666666666668,0.19083333333333333,0.19433333333333333,0.16333333333333333,0.18333333333333332,0.238,0.28,0.3541666666666667,0.31766666666666665,0.10166666666666667,0.09666666666666666,0.15766666666666668,0.3616666666666667,0.31666666666666665,0.31233333333333335
6,0.6466666666666666,0.5916666666666667,0.42766666666666664,0.33166666666666667,0.315,0.333,0.56,0.45666666666666667,0.351,0.14333333333333334,0.13,0.16666666666666666,0.24166666666666667,0.19,0.20233333333333334,0.19833333333333333,0.20583333333333334,0.25133333333333335,0.345,0.31833333333333336,0.33166666666666667,0.11,0.095,0.16233333333333333,0.33166666666666667,0.31916666666666665,0.327
7,0.63,0.5866666666666667,0.43,0.32166666666666666,0.29833333333333334,0.3426666666666667,0.5666666666666667,0.44333333333333336,0.35,0.13666666666666666,0.12916666666666668,0.16966666666666666,0.215,0.185,0.19433333333333333,0.18,0.18,0.246,0.32666666666666666,0.3233333333333333,0.3263333333333333,0.09,0.08333333333333333,0.165,0.31666666666666665,0.345,0.3273333333333333
8,0.6283333333333333,0.585,0.43466666666666665,0.33666666666666667,0.3175,0.33266666666666667,0.54,0.43916666666666665,0.3636666666666667,0.145,0.14083333333333334,0.17566666666666667,0.24833333333333332,0.1975,0.205,0.2,0.18333333333333332,0.24266666666666667,0.3466666666666667,0.32,0.324,0.10166666666666667,0.09583333333333334,0.16,0.34,0.35,0.32
9,0.6083333333333333,0.5641666666666667,0.42333333333333334,0.3283333333333333,0.31,0.31866666666666665,0.5583333333333333,0.45916666666666667,0.34933333333333333,0.13666666666666666,0.125,0.165,0.21333333333333335,0.19,0.19433333333333333,0.16,0.18666666666666668,0.24533333333333332,0.305,0.32,0.314,0.08833333333333333,0.08416666666666667,0.15466666666666667,0.32,0.31916666666666665,0.33
10,0.6533333333333333,0.5883333333333334,0.42533333333333334,0.32666666666666666,0.3233333333333333,0.30966666666666665,0.5416666666666666,0.435,0.345,0.135,0.14083333333333334,0.16866666666666666,0.21666666666666667,0.19666666666666666,0.19866666666666666,0.15333333333333332,0.1825,0.23766666666666666,0.35,0.3325,0.3273333333333333,0.08333333333333333,0.0925,0.161,0.31666666666666665,0.33916666666666667,0.323
11,0.6216666666666667,0.5666666666666667,0.41633333333333333,0.31666666666666665,0.3308333333333333,0.33166666666666667,0.535,0.42083333333333334,0.3396666666666667,0.12833333333333333,0.1225,0.16233333333333333,0.22833333333333333,0.17833333333333334,0.18933333333333333,0.16333333333333333,0.185,0.23266666666666666,0.3233333333333333,0.2916666666666667,0.32566666666666666,0.085,0.09583333333333334,0.159,0.325,0.29083333333333333,0.31766666666666665
12,0.6266666666666667,0.5958333333333333,0.43366666666666664,0.33166666666666667,0.3325,0.3283333333333333,0.5466666666666666,0.44083333333333335,0.3496666666666667,0.15333333333333332,0.14083333333333334,0.17033333333333334,0.25333333333333335,0.20666666666666667,0.19833333333333333,0.16666666666666666,0.18916666666666668,0.23766666666666666,0.32666666666666666,0.3283333333333333,0.306,0.09833333333333333,0.09416666666666666,0.15933333333333333,0.3233333333333333,0.31166666666666665,0.32233333333333336
13,0.5966666666666667,0.5516666666666666,0.42733333333333334,0.3383333333333333,0.3541666666666667,0.32466666666666666,0.55,0.43,0.359,0.13333333333333333,0.12666666666666668,0.16666666666666666,0.215,0.19,0.19666666666666666,0.15833333333333333,0.18583333333333332,0.23466666666666666,0.3383333333333333,0.32083333333333336,0.3333333333333333,0.095,0.0975,0.16366666666666665,0.31333333333333335,0.35333333333333333,0.3343333333333333
14,0.6266666666666667,0.585,0.43133333333333335,0.305,0.30583333333333335,0.33366666666666667,0.5616666666666666,0.45416666666666666,0.362,0.155,0.1425,0.168,0.25666666666666665,0.20333333333333334,0.197,0.19333333333333333,0.18083333333333335,0.234,0.31833333333333336,0.3125,0.323,0.08833333333333333,0.0875,0.16466666666666666,0.32166666666666666,0.33,0.328
15,0.625,0.5675,0.4216666666666667,0.3416666666666667,0.2991666666666667,0.32066666666666666,0.56,0.4475,0.3516666666666667,0.13833333333333334,0.14333333333333334,0.17533333333333334,0.23833333333333334,0.20666666666666667,0.19833333333333333,0.19833333333333333,0.19083333333333333,0.24933333333333332,0.35833333333333334,0.3283333333333333,0.323,0.10166666666666667,0.085,0.15733333333333333,0.34833333333333333,0.33416666666666667,0.325
16,0.6533333333333333,0.5908333333333333,0.43366666666666664,0.35333333333333333,0.305,0.32133333333333336,0.5583333333333333,0.46416666666666667,0.3496666666666667,0.13666666666666666,0.13833333333333334,0.17533333333333334,0.22166666666666668,0.20083333333333334,0.207,0.165,0.17416666666666666,0.25066666666666665,0.3433333333333333,0.3416666666666667,0.3263333333333333,0.10333333333333333,0.095,0.16233333333333333,0.335,0.3325,0.3273333333333333
17,0.645,0.5816666666666667,0.43633333333333335,0.3233333333333333,0.3425,0.31966666666666665,0.5566666666666666,0.4475,0.369,0.13666666666666666,0.13416666666666666,0.17433333333333334,0.25333333333333335,0.2,0.197,0.17833333333333334,0.18916666666666668,0.24233333333333335,0.31666666666666665,0.33,0.3263333333333333,0.11666666666666667,0.10166666666666667,0.164,0.35833333333333334,0.33,0.33366666666666667
18,0.6683333333333333,0.5833333333333334,0.43266666666666664,0.34,0.31416666666666665,0.326,0.5266666666666666,0.43333333333333335,0.35233333333333333,0.135,0.1275,0.168,0.225,0.18916666666666668,0.19966666666666666,0.16833333333333333,0.17416666666666666,0.22966666666666666,0.27166666666666667,0.32916666666666666,0.32133333333333336,0.09666666666666666,0.09666666666666666,0.162,0.31666666666666665,0.34,0.32466666666666666
19,0.6083333333333333,0.5683333333333334,0.42766666666666664,0.36333333333333334,0.33916666666666667,0.3383333333333333,0.5583333333333333,0.4483333333333333,0.36666666666666664,0.14166666666666666,0.13333333333333333,0.17366666666666666,0.22,0.1925,0.20566666666666666,0.17333333333333334,0.17583333333333334,0.24166666666666667,0.31166666666666665,0.31333333333333335,0.3263333333333333,0.095,0.08666666666666667,0.16366666666666665,0.33,0.34,0.3303333333333333
20,0.6366666666666667,0.5808333333333333,0.43233333333333335,0.31166666666666665,0.31666666666666665,0.32066666666666666,0.545,0.4375,0.3446666666666667,0.13333333333333333,0.13416666666666666,0.16766666666666666,0.22333333333333333,0.1975,0.19533333333333333,0.15166666666666667,0.165,0.23133333333333334,0.3283333333333333,0.3075,0.31033333333333335,0.08166666666666667,0.09,0.15566666666666668,0.35333333333333333,0.32,0.32066666666666666
21,0.6216666666666667,0.5775,0.43166666666666664,0.33166666666666667,0.3125,0.327,0.5483333333333333,0.44083333333333335,0.35233333333333333,0.13333333333333333,0.13833333333333334,0.16933333333333334,0.205,0.18916666666666668,0.19766666666666666,0.15833333333333333,0.16833333333333333,0.23266666666666666,0.3283333333333333,0.32666666666666666,0.326,0.085,0.09166666666666666,0.15933333333333333,0.30666666666666664,0.31,0.31466666666666665
22,0.6266666666666667,0.5908333333333333,0.44,0.33,0.32416666666666666,0.332,0.5316666666666666,0.4216666666666667,0.36033333333333334,0.14333333333333334,0.1425,0.16833333333333333,0.23166666666666666,0.19416666666666665,0.199,0.16166666666666665,0.17833333333333334,0.23633333333333334,0.3233333333333333,0.32166666666666666,0.33066666666666666,0.10166666666666667,0.09416666666666666,0.164,0.35,0.3458333333333333,0.3313333333333333
23,0.6433333333333333,0.5825,0.4236666666666667,0.31166666666666665,0.30416666666666664,0.31933333333333336,0.5383333333333333,0.43416666666666665,0.3556666666666667,0.13,0.13083333333333333,0.16966666666666666,0.25,0.19916666666666666,0.202,0.16166666666666665,0.17833333333333334,0.24266666666666667,0.28833333333333333,0.32083333333333336,0.32766666666666666,0.1,0.09,0.15666666666666668,0.3566666666666667,0.30333333333333334,0.3253333333333333
